Código e descrição do alimento ,,Código e descrição da preparação,,Energia (kcal),"Proteína (g)","Lipídios totais (g)","Carboidrato (g)",Fibra alimentar total (g)
6300101,"Arroz (polido, parboilizado, agulha, agulhinha, etc.)",99,Não se aplica,135.62,2.50,1.20,27.78,1.55
6300201,Arroz integral,99,Não se aplica,130.95,2.56,1.97,25.56,2.72
6300701,Milho (em grão),1,Cru(a),160.14,3.32,7.18,25.11,4.25
6300701,Milho (em grão),2,Cozido(a),160.14,3.32,7.18,25.11,4.25
6300701,Milho (em grão),3,Grelhado(a)/brasa/churrasco,160.14,3.32,7.18,25.11,4.25
6300701,Milho (em grão),4,Assado(a),160.14,3.32,7.18,25.11,4.25
6300701,Milho (em grão),7,Refogado(a),160.14,3.32,7.18,25.11,4.25
6300701,Milho (em grão),13,Ensopado,160.14,3.32,7.18,25.11,4.25
6300701,Milho (em grão),99,Não se aplica,160.14,3.32,7.18,25.11,4.25
6300706,Canjiquinha de milho em grão,1,Cru(a),79.68,1.24,2.20,13.50,0.67
6300706,Canjiquinha de milho em grão,2,Cozido(a),62.95,1.24,0.31,13.50,0.67
6300706,Canjiquinha de milho em grão,13,Ensopado,79.68,1.24,2.20,13.50,0.67
6300706,Canjiquinha de milho em grão,14,Mingau,62.95,1.24,0.31,13.50,0.67
6300706,Canjiquinha de milho em grão,15,Sopa,31.44,0.95,0.12,7.01,0.71
6300706,Canjiquinha de milho em grão,99,Não se aplica,62.95,1.24,0.31,13.50,0.67
6300707,Xerém de milho,99,Não se aplica,62.95,1.24,0.31,13.50,0.67
6301001,Amendoim (em grão) in natura,99,Não se aplica,567.00,25.80,49.24,16.13,8.50
6301101,Ervilha em grão,99,Não se aplica,109.09,5.36,3.06,15.63,5.50
6301201,Fava (em grão),99,Não se aplica,85.62,4.80,3.17,10.10,3.60
6301204,Mangalô amargo em grão,99,Não se aplica,85.62,4.80,3.17,10.10,3.60
6301603,Feijão-de-corda,99,Não se aplica,121.33,3.17,3.13,20.32,5.00
6301634,Feijão-verde,99,Não se aplica,121.33,3.17,3.13,20.32,5.00
6302001,Semente de linhaça,99,Não se aplica,534.00,18.29,42.16,28.88,27.30
6302602,Andu,99,Não se aplica,97.41,5.84,1.79,15.05,3.78
6302801,Grão de bico,99,Não se aplica,188.48,8.86,5.36,27.42,7.60
6302901,Lentilha,99,Não se aplica,136.28,9.02,2.67,20.13,5.86
6303001,Soja em grão,99,Não se aplica,196.34,16.64,11.61,9.93,6.00
6303102,"Feijão (preto, mulatinho, roxo, rosinha, etc.)",99,Não se aplica,97.41,5.84,1.79,15.05,3.78
6303501,Quirera não especificada,99,Não se aplica,62.95,1.24,0.31,13.50,0.67
6304034,Feijão-verde orgânico,99,Não se aplica,121.33,3.17,3.13,20.32,5.00
6304101,Feijão orgânico,99,Não se aplica,97.41,5.84,1.79,15.05,3.78
6304201,Pipoca  light,99,Não se aplica,445.94,10.77,17.78,64.85,12.07
6304301,Arroz  orgânico,99,Não se aplica,135.62,2.50,1.20,27.78,1.55
6304401,Arroz integral orgânico,99,Não se aplica,130.95,2.56,1.97,25.56,2.72
6304602,Feijão-de-soja orgânico,99,Não se aplica,196.34,16.64,11.61,9.93,6.00
6304901,Quinoa,99,Não se aplica,135.47,4.37,4.33,19.83,2.16
6400101,Batata-inglesa,1,Cru(a),86.00,1.71,0.10,20.01,2.05
6400101,Batata-inglesa,2,Cozido(a),86.00,1.71,0.10,20.01,2.05
6400101,Batata-inglesa,3,Grelhado(a)/brasa/churrasco,86.00,1.71,0.10,20.01,2.05
6400101,Batata-inglesa,4,Assado(a),86.00,1.71,0.10,20.01,2.05
6400101,Batata-inglesa,5,Frito(a),263.50,2.87,13.64,33.60,3.44
6400101,Batata-inglesa,7,Refogado(a),111.74,1.71,3.01,20.01,2.05
6400101,Batata-inglesa,8,Molho vermelho,73.60,1.63,0.12,17.08,1.94
6400101,Batata-inglesa,9,Molho branco,101.39,2.15,2.57,17.86,1.68
6400101,Batata-inglesa,10,Ao alho e óleo,263.50,2.87,13.64,33.60,3.44
6400101,Batata-inglesa,11,Com manteiga/óleo,111.74,1.71,3.01,20.01,2.05
6400101,Batata-inglesa,13,Ensopado,111.74,1.71,3.01,20.01,2.05
6400101,Batata-inglesa,15,Sopa,31.44,0.95,0.12,7.01,0.71
6400101,Batata-inglesa,99,Não se aplica,86.00,1.71,0.10,20.01,2.05
6400303,Mandioquinha salsa (batata-baroa),2,Cozido(a),76.00,1.37,0.14,17.72,2.50
6400303,Mandioquinha salsa (batata-baroa),7,Refogado(a),91.74,1.37,1.92,17.72,2.50
6400303,Mandioquinha salsa (batata-baroa),13,Ensopado,91.74,1.37,1.92,17.72,2.50
6400303,Mandioquinha salsa (batata-baroa),99,Não se aplica,76.00,1.37,0.14,17.72,2.50
6400304,Cenoura amarela (batata-baroa),99,Não se aplica,76.00,1.37,0.14,17.72,2.50
6400401,Batata-doce,1,Cru(a),76.00,1.37,0.14,17.72,2.50
6400401,Batata-doce,2,Cozido(a),76.00,1.37,0.14,17.72,2.50
6400401,Batata-doce,4,Assado(a),90.00,2.01,0.15,20.71,3.30
6400401,Batata-doce,5,Frito(a),351.28,4.40,12.59,56.88,8.03
6400401,Batata-doce,7,Refogado(a),91.74,1.37,1.92,17.72,2.50
6400401,Batata-doce,13,Ensopado,91.74,1.37,1.92,17.72,2.50
6400401,Batata-doce,99,Não se aplica,76.00,1.37,0.14,17.72,2.50
6400501,Inhame,1,Cru(a),100.00,1.71,0.12,23.40,1.80
6400501,Inhame,2,Cozido(a),100.00,1.71,0.12,23.40,1.80
6400501,Inhame,4,Assado(a),90.00,2.01,0.15,20.71,3.30
6400501,Inhame,5,Frito(a),115.74,1.71,1.90,23.40,1.80
6400501,Inhame,7,Refogado(a),115.74,1.71,1.90,23.40,1.80
6400501,Inhame,13,Ensopado,115.74,1.71,1.90,23.40,1.80
6400501,Inhame,15,Sopa,31.44,0.95,0.12,7.01,0.71
6400508,Quicaré,99,Não se aplica,100.00,1.71,0.12,23.40,1.80
6400601,Mandioca,1,Cru(a),125.00,0.60,0.30,30.10,1.60
6400601,Mandioca,2,Cozido(a),125.00,0.60,0.30,30.10,1.60
6400601,Mandioca,4,Assado(a),125.00,0.60,0.30,30.10,1.60
6400601,Mandioca,5,Frito(a),162.74,0.57,5.26,28.60,1.52
6400601,Mandioca,7,Refogado(a),162.74,0.57,5.26,28.60,1.52
6400601,Mandioca,8,Molho vermelho,104.80,0.74,0.28,25.16,1.58
6400601,Mandioca,11,Com manteiga/óleo,154.60,0.61,4.34,28.60,1.52
6400601,Mandioca,13,Ensopado,162.74,0.57,5.26,28.60,1.52
6400601,Mandioca,15,Sopa,31.44,0.95,0.12,7.01,0.71
6400601,Mandioca,99,Não se aplica,125.00,0.60,0.30,30.10,1.60
6400609,Aipim,2,Cozido(a),125.00,0.60,0.30,30.10,1.60
6400609,Aipim,4,Assado(a),125.00,0.60,0.30,30.10,1.60
6400609,Aipim,5,Frito(a),162.74,0.57,5.26,28.60,1.52
6400609,Aipim,6,Empanado(a)/à milanesa,162.74,0.57,5.26,28.60,1.52
6400609,Aipim,7,Refogado(a),162.74,0.57,5.26,28.60,1.52
6400609,Aipim,8,Molho vermelho,104.80,0.74,0.28,25.16,1.58
6400609,Aipim,11,Com manteiga/óleo,154.60,0.61,4.34,28.60,1.52
6400609,Aipim,13,Ensopado,162.74,0.57,5.26,28.60,1.52
6400609,Aipim,15,Sopa,31.44,0.95,0.12,7.01,0.71
6400609,Aipim,99,Não se aplica,125.00,0.60,0.30,30.10,1.60
6400610,Macaxeira,1,Cru(a),125.00,0.60,0.30,30.10,1.60
6400610,Macaxeira,2,Cozido(a),125.00,0.60,0.30,30.10,1.60
6400610,Macaxeira,4,Assado(a),125.00,0.60,0.30,30.10,1.60
6400610,Macaxeira,5,Frito(a),162.74,0.57,5.26,28.60,1.52
6400701,Cará,2,Cozido(a),100.00,1.71,0.12,23.40,1.80
6400701,Cará,5,Frito(a),115.74,1.71,1.90,23.40,1.80
6400701,Cará,7,Refogado(a),115.74,1.71,1.90,23.40,1.80
6400701,Cará,13,Ensopado,115.74,1.71,1.90,23.40,1.80
6400701,Cará,14,Mingau,100.00,1.71,0.12,23.40,1.80
6400701,Cará,15,Sopa,31.44,0.95,0.12,7.01,0.71
6400713,Inhame caraquento (cará),2,Cozido(a),100.00,1.71,0.12,23.40,1.80
6400802,Batata (não especificada),1,Cru(a),86.00,1.71,0.10,20.01,2.05
6400802,Batata (não especificada),2,Cozido(a),86.00,1.71,0.10,20.01,2.05
6400802,Batata (não especificada),3,Grelhado(a)/brasa/churrasco,86.00,1.71,0.10,20.01,2.05
6400802,Batata (não especificada),4,Assado(a),86.00,1.71,0.10,20.01,2.05
6400802,Batata (não especificada),5,Frito(a),263.50,2.87,13.64,33.60,3.44
6400802,Batata (não especificada),7,Refogado(a),111.74,1.71,3.01,20.01,2.05
6400802,Batata (não especificada),8,Molho vermelho,73.60,1.63,0.12,17.08,1.94
6400802,Batata (não especificada),9,Molho branco,101.39,2.15,2.57,17.86,1.68
6400802,Batata (não especificada),12,Ao vinagrete,111.74,1.71,3.01,20.01,2.05
6400802,Batata (não especificada),13,Ensopado,111.74,1.71,3.01,20.01,2.05
6400802,Batata (não especificada),15,Sopa,31.44,0.95,0.12,7.01,0.71
6400802,Batata (não especificada),99,Não se aplica,86.00,1.71,0.10,20.01,2.05
6400908,Mandioquinha,2,Cozido(a),76.00,1.37,0.14,17.72,2.50
6400908,Mandioquinha,5,Frito(a),116.40,1.30,5.13,16.83,2.38
6400908,Mandioquinha,7,Refogado(a),91.74,1.37,1.92,17.72,2.50
6400908,Mandioquinha,13,Ensopado,91.74,1.37,1.92,17.72,2.50
6401001,Rabanete,1,Cru(a),16.00,0.68,0.10,3.40,1.60
6401001,Rabanete,2,Cozido(a),18.00,0.60,0.10,4.10,1.60
6401001,Rabanete,12,Ao vinagrete,18.00,0.60,0.10,4.10,1.60
6401101,Beterraba,1,Cru(a),43.00,1.61,0.17,9.56,2.80
6401101,Beterraba,2,Cozido(a),44.00,1.68,0.18,9.96,2.00
6401101,Beterraba,7,Refogado(a),67.62,1.68,2.85,9.96,2.00
6401101,Beterraba,12,Ao vinagrete,44.00,1.68,0.18,9.96,2.00
6401101,Beterraba,15,Sopa,31.44,0.95,0.12,7.01,0.71
6401101,Beterraba,99,Não se aplica,43.00,1.61,0.17,9.56,2.80
6401201,Cenoura,1,Cru(a),41.00,0.93,0.24,9.58,2.80
6401201,Cenoura,2,Cozido(a),35.00,0.76,0.18,8.22,3.00
6401201,Cenoura,5,Frito(a),60.47,0.74,3.17,7.97,2.91
6401201,Cenoura,7,Refogado(a),60.47,0.74,3.17,7.97,2.91
6401201,Cenoura,8,Molho vermelho,32.80,0.87,0.18,7.65,2.70
6401201,Cenoura,10,Ao alho e óleo,60.47,0.74,3.17,7.97,2.91
6401201,Cenoura,11,Com manteiga/óleo,56.74,0.79,2.64,8.22,3.00
6401201,Cenoura,12,Ao vinagrete,35.00,0.76,0.18,8.22,3.00
6401201,Cenoura,13,Ensopado,60.47,0.74,3.17,7.97,2.91
6401201,Cenoura,15,Sopa,31.44,0.95,0.12,7.01,0.71
6401201,Cenoura,99,Não se aplica,41.00,0.93,0.24,9.58,2.80
6401301,Nabo,2,Cozido(a),22.00,0.71,0.08,5.06,2.00
6401301,Nabo,7,Refogado(a),47.74,0.71,2.99,5.06,2.00
6401601,Açafrão,1,Cru(a),310.00,11.43,5.85,65.37,3.90
6401801,Batata-inglesa orgânica,5,Frito(a),263.50,2.87,13.64,33.60,3.44
6500101,Creme de arroz,99,Não se aplica,148.32,3.80,3.30,26.07,0.30
6500104,Arrozina,99,Não se aplica,148.32,3.80,3.30,26.07,0.30
6500105,Mucilon,99,Não se aplica,78.24,2.42,3.06,10.46,0.17
6500108,Mingau de arroz,99,Não se aplica,148.32,3.80,3.30,26.07,0.30
6500202,Croquinhos de arroz,99,Não se aplica,387.00,12.94,4.54,77.90,14.50
6500301,Farinha de aveia,99,Não se aplica,384.00,16.00,6.30,67.00,9.80
6500401,Aveia em flocos,99,Não se aplica,384.00,16.00,6.30,67.00,9.80
6500601,Fubá de milho,99,Não se aplica,60.58,1.44,0.20,13.00,0.26
6500603,Farinha de milho,99,Não se aplica,351.00,7.20,1.50,79.10,5.50
6500608,Puba de milho,99,Não se aplica,311.00,4.80,12.40,45.10,0.70
6500609,Puba de fubá,99,Não se aplica,311.00,4.80,12.40,45.10,0.70
6500613,Milho moído,2,Cozido(a),160.14,3.32,7.18,25.11,4.25
6500614,Mingau de milho,99,Não se aplica,78.24,2.42,3.06,10.46,0.17
6500702,Amido de milho,99,Não se aplica,78.24,2.42,3.06,10.46,0.17
6500705,Amido de arroz,99,Não se aplica,148.32,3.80,3.30,26.07,0.30
6500801,Cremogema,99,Não se aplica,78.24,2.42,3.06,10.46,0.17
6500802,Vitamilho,99,Não se aplica,128.30,4.35,0.22,26.42,1.71
6500804,Creme de milho,99,Não se aplica,78.24,2.42,3.06,10.46,0.17
6500902,Sucrilhos de milho,99,Não se aplica,377.00,4.70,0.70,88.80,2.10
6500903,Cereal matinal de milho em flocos,99,Não se aplica,377.00,4.70,0.70,88.80,2.10
6501301,Germe de trigo,99,Não se aplica,360.00,23.15,9.72,51.80,13.20
6501303,Fibra de trigo,99,Não se aplica,216.00,15.55,4.25,64.51,42.80
6501304,Fibra de cereal trigo,99,Não se aplica,216.00,15.55,4.25,64.51,42.80
6501401,Farinha de mandioca,99,Não se aplica,361.00,1.60,0.30,87.90,6.40
6501410,Farinha de copioba,99,Não se aplica,361.00,1.60,0.30,87.90,6.40
6501415,Farinha d'água,99,Não se aplica,361.00,1.60,0.30,87.90,6.40
6501416,Cruera,99,Não se aplica,361.00,1.60,0.30,87.90,6.40
6501502,Goma de mandioca,99,Não se aplica,336.00,2.00,-,82.00,-
6501505,Sagu de mandioca,99,Não se aplica,116.99,4.33,4.10,15.51,0.03
6501510,Farinha de tapioca,99,Não se aplica,331.00,0.50,0.30,81.10,0.60
6501511,Farinha beiju,99,Não se aplica,331.00,0.50,0.30,81.10,0.60
6501515,Sagu de tapioca,99,Não se aplica,116.99,4.33,4.10,15.51,0.03
6501516,Tapioca de goma,99,Não se aplica,336.00,2.00,-,82.00,-
6502001,Farinha láctea,99,Não se aplica,396.67,12.67,6.33,73.33,2.67
6502101,Neston,99,Não se aplica,345.80,12.92,-,70.80,6.25
6502102,Flocos de cereais,99,Não se aplica,365.00,7.20,1.00,83.80,4.10
6502105,Vitaflocos,99,Não se aplica,78.24,2.42,3.06,10.46,0.17
6502403,Mini pizza semipronta,1,Cru(a),252.49,10.17,8.22,33.73,1.75
6502403,Mini pizza semipronta,2,Cozido(a),252.49,10.17,8.22,33.73,1.75
6502403,Mini pizza semipronta,4,Assado(a),252.49,10.17,8.22,33.73,1.75
6502403,Mini pizza semipronta,5,Frito(a),252.49,10.17,8.22,33.73,1.75
6502403,Mini pizza semipronta,99,Não se aplica,252.49,10.17,8.22,33.73,1.75
6502501,Fibra de soja,99,Não se aplica,70.00,12.00,2.00,74.00,73.00
6502603,Minipastel,99,Não se aplica,319.81,10.38,15.68,33.51,1.45
6503401,Macarrão ,1,Cru(a),158.00,5.80,0.93,30.86,1.80
6503401,Macarrão ,2,Cozido(a),158.00,5.80,0.93,30.86,1.80
6503401,Macarrão ,3,Grelhado(a)/brasa/churrasco,158.00,5.80,0.93,30.86,1.80
6503401,Macarrão ,4,Assado(a),158.00,5.80,0.93,30.86,1.80
6503401,Macarrão ,5,Frito(a),186.68,5.80,4.17,30.86,1.80
6503401,Macarrão ,6,Empanado(a)/à milanesa,186.68,5.80,4.17,30.86,1.80
6503401,Macarrão ,7,Refogado(a),186.68,5.80,4.17,30.86,1.80
6503401,Macarrão ,8,Molho vermelho,103.73,3.50,1.92,18.27,1.46
6503401,Macarrão ,9,Molho branco,158.99,5.42,3.23,26.54,1.48
6503401,Macarrão ,10,Ao alho e óleo,186.68,5.80,4.17,30.86,1.80
6503401,Macarrão ,11,Com manteiga/óleo,182.22,5.83,3.67,30.86,1.80
6503401,Macarrão ,12,Ao vinagrete,158.00,5.80,0.93,30.86,1.80
6503401,Macarrão ,13,Ensopado,186.68,5.80,4.17,30.86,1.80
6503401,Macarrão ,15,Sopa,158.00,5.80,0.93,30.86,1.80
6503401,Macarrão ,99,Não se aplica,158.00,5.80,0.93,30.86,1.80
6503501,Purê de batata,99,Não se aplica,115.16,1.81,4.36,17.76,1.78
6503601,Bife vegetal,99,Não se aplica,142.37,18.51,5.32,5.80,0.44
6503603,Carne vegetal,5,Frito(a),142.37,18.51,5.32,5.80,0.44
6503604,Pasta de soja,99,Não se aplica,62.00,6.90,2.70,2.40,0.10
6503605,Carne de soja,99,Não se aplica,142.37,18.51,5.32,5.80,0.44
6503702,Amendoim moído,99,Não se aplica,567.00,25.80,49.24,16.13,8.50
6504101,Granola ,99,Não se aplica,388.00,9.50,6.30,73.80,8.50
6504601,Musli,99,Não se aplica,388.00,9.50,6.30,73.80,8.50
6504701,Mix de cereais,99,Não se aplica,388.00,9.50,6.30,73.80,8.50
6504801,Miojo,99,Não se aplica,189.86,5.65,7.18,25.54,1.16
6504802,Macarrão instantâneo,99,Não se aplica,189.86,5.65,7.18,25.54,1.16
6505101,Sustagem,99,Não se aplica,369.15,24.05,0.49,68.02,-
6505601,Proteína de soja,99,Não se aplica,142.37,18.51,5.32,5.80,0.44
6505603,Proteína vegetal,99,Não se aplica,142.37,18.51,5.32,5.80,0.44
6505701,Complemento alimentar de qualquer sabor,99,Não se aplica,369.15,24.05,0.49,68.02,-
6505902,Sucrilhos de milho light,99,Não se aplica,365.00,7.20,1.00,83.80,4.10
6506003,Mini pizza semipronta light,4,Assado(a),255.57,14.60,8.45,29.82,1.74
6506302,Macarrão instantâneo light,15,Sopa,189.86,5.65,7.18,25.54,1.16
6506302,Macarrão instantâneo light,99,Não se aplica,189.86,5.65,7.18,25.54,1.16
6506401,Proteína de soja orgânica,99,Não se aplica,142.37,18.51,5.32,5.80,0.44
6573225,Macarrão com carne,99,Não se aplica,120.59,6.22,2.79,17.42,1.25
6573226,Macarrão com peixe,99,Não se aplica,163.17,14.98,4.13,15.43,0.90
6600101,Coco-da-baía (seco ou verde),99,Não se aplica,354.00,3.33,33.49,15.23,9.00
6600301,Castanha portuguesa,99,Não se aplica,131.00,2.00,1.38,27.76,4.14
6600401,Pinhão,99,Não se aplica,174.37,2.98,0.75,43.92,15.60
6600501,Amêndoa,99,Não se aplica,578.00,21.26,50.64,19.74,11.80
6600601,Avelã,99,Não se aplica,628.00,14.95,60.75,16.70,9.70
6600701,Castanha-do-pará,99,Não se aplica,656.00,14.32,66.43,12.27,7.50
6600801,Castanha de caju,99,Não se aplica,574.00,15.31,46.35,32.69,3.00
6600912,Butiá,99,Não se aplica,105.00,1.90,2.00,22.80,7.40
6601108,Tucumã,99,Não se aplica,474.00,5.50,47.20,6.80,19.20
6601208,Coco de mucajá,99,Não se aplica,404.28,2.08,40.66,13.95,13.44
6601501,Noz (nogueira),99,Não se aplica,654.00,15.23,65.21,13.71,6.70
6601706,Açaí ,99,Não se aplica,262.00,3.60,2.00,57.40,5.92
6601707,Juçara,99,Não se aplica,262.00,3.60,2.00,57.40,5.92
6601709,Uaçaí,99,Não se aplica,262.00,3.60,2.00,57.40,5.92
6601712,Jussara,99,Não se aplica,262.00,3.60,2.00,57.40,5.92
6601805,Pupunha,99,Não se aplica,28.00,2.52,0.62,4.62,2.40
6601902,Bacaba,99,Não se aplica,212.00,3.12,19.80,6.60,-
6601904,Bacabuçu,99,Não se aplica,212.00,3.12,19.80,6.60,-
6602001,Castanha-da-índia,99,Não se aplica,656.00,14.32,66.43,12.27,7.50
6602201,Pistache,99,Não se aplica,557.00,20.61,44.44,27.97,10.30
6602301,Buriti ,99,Não se aplica,145.00,1.80,8.10,10.20,9.60
6602401,Coco ,99,Não se aplica,354.00,3.33,33.49,15.23,9.00
6602601,Patauá ,99,Não se aplica,105.00,1.90,2.00,22.80,7.40
6700101,Alface,99,Não se aplica,15.00,1.36,0.15,2.79,1.30
6700201,Bertalha,7,Refogado(a),45.30,2.97,2.78,3.75,2.40
6700301,Chicória,1,Cru(a),17.00,1.25,0.20,3.35,3.10
6700301,Chicória,2,Cozido(a),58.88,1.90,3.89,5.63,2.00
6700301,Chicória,7,Refogado(a),58.88,1.90,3.89,5.63,2.00
6700301,Chicória,12,Ao vinagrete,58.88,1.90,3.89,5.63,2.00
6700304,Escarola,99,Não se aplica,52.88,1.61,3.75,4.31,3.99
6700501,Couve,1,Cru(a),30.00,2.45,0.42,5.69,3.60
6700501,Couve,2,Cozido(a),26.00,2.11,0.36,4.91,2.80
6700501,Couve,5,Frito(a),47.13,2.11,2.75,4.91,2.80
6700501,Couve,7,Refogado(a),47.13,2.11,2.75,4.91,2.80
6700501,Couve,8,Molho vermelho,25.60,1.95,0.32,5.00,2.54
6700501,Couve,10,Ao alho e óleo,47.13,2.11,2.75,4.91,2.80
6700501,Couve,11,Com manteiga/óleo,43.85,2.13,2.38,4.91,2.80
6700501,Couve,12,Ao vinagrete,26.00,2.11,0.36,4.91,2.80
6700501,Couve,13,Ensopado,47.13,2.11,2.75,4.91,2.80
6700501,Couve,14,Mingau,26.00,2.11,0.36,4.91,2.80
6700501,Couve,99,Não se aplica,26.00,2.11,0.36,4.91,2.80
6700601,Couve-flor,1,Cru(a),23.00,1.84,0.45,4.11,2.30
6700601,Couve-flor,2,Cozido(a),23.00,1.84,0.45,4.11,2.30
6700601,Couve-flor,5,Frito(a),55.38,1.84,4.11,4.11,2.30
6700601,Couve-flor,6,Empanado(a)/à milanesa,137.44,4.17,9.21,10.31,2.08
6700601,Couve-flor,7,Refogado(a),55.38,1.84,4.11,4.11,2.30
6700601,Couve-flor,12,Ao vinagrete,23.00,1.84,0.45,4.11,2.30
6700601,Couve-flor,99,Não se aplica,23.00,1.84,0.45,4.11,2.30
6700701,Espinafre,1,Cru(a),23.00,2.97,0.26,3.75,2.40
6700701,Espinafre,2,Cozido(a),23.00,2.97,0.26,3.75,2.40
6700701,Espinafre,7,Refogado(a),45.30,2.97,2.78,3.75,2.40
6700701,Espinafre,12,Ao vinagrete,23.00,2.97,0.26,3.75,2.40
6700701,Espinafre,99,Não se aplica,23.00,2.97,0.26,3.75,2.40
6700801,Mostarda (verdura),1,Cru(a),26.00,2.70,0.20,4.90,3.30
6700801,Mostarda (verdura),2,Cozido(a),15.00,2.26,0.24,2.10,2.00
6700801,Mostarda (verdura),7,Refogado(a),43.68,2.26,3.48,2.10,2.00
6700801,Mostarda (verdura),99,Não se aplica,15.00,2.26,0.24,2.10,2.00
6700901,Repolho,1,Cru(a),25.00,1.28,0.10,5.80,2.24
6700901,Repolho,2,Cozido(a),23.00,1.27,0.06,5.51,1.90
6700901,Repolho,5,Frito(a),49.77,1.27,3.09,5.51,1.90
6700901,Repolho,7,Refogado(a),49.77,1.27,3.09,5.51,1.90
6700901,Repolho,9,Molho branco,23.00,1.27,0.06,5.51,1.90
6700901,Repolho,10,Ao alho e óleo,49.77,1.27,3.09,5.51,1.90
6700901,Repolho,12,Ao vinagrete,23.00,1.27,0.06,5.51,1.90
6700901,Repolho,13,Ensopado,49.77,1.27,3.09,5.51,1.90
6700901,Repolho,15,Sopa,31.44,0.95,0.12,7.01,0.71
6700901,Repolho,99,Não se aplica,23.00,1.27,0.06,5.51,1.90
6701101,Cebolinha,99,Não se aplica,25.00,1.80,0.10,5.65,3.50
6701301,Agrião,1,Cru(a),25.00,2.58,0.66,3.65,1.60
6701301,Agrião,2,Cozido(a),11.00,2.30,0.10,1.29,0.50
6701301,Agrião,12,Ao vinagrete,11.00,2.30,0.10,1.29,0.50
6701301,Agrião,13,Ensopado,35.75,2.33,2.90,1.29,0.50
6701301,Agrião,99,Não se aplica,25.00,2.58,0.66,3.65,1.60
6701401,Taioba,1,Cru(a),34.00,2.90,0.90,5.40,4.50
6701401,Taioba,2,Cozido(a),26.00,2.11,0.36,4.91,2.80
6701401,Taioba,7,Refogado(a),47.13,2.11,2.75,4.91,2.80
6701501,Acelga,1,Cru(a),19.00,1.80,0.20,3.74,1.60
6701501,Acelga,2,Cozido(a),14.00,1.50,0.17,2.41,1.70
6701501,Acelga,7,Refogado(a),47.74,1.50,3.99,2.41,1.70
6701501,Acelga,99,Não se aplica,19.00,1.80,0.20,3.74,1.60
6701505,Beterraba branca (acelga) ,2,Cozido(a),14.00,1.50,0.17,2.41,1.70
6701601,Almeirão,1,Cru(a),17.00,1.25,0.20,3.35,3.10
6701601,Almeirão,2,Cozido(a),22.00,1.61,0.26,4.31,3.99
6701601,Almeirão,7,Refogado(a),52.88,1.61,3.75,4.31,3.99
6701601,Almeirão,12,Ao vinagrete,22.00,1.61,0.26,4.31,3.99
6701602,Radite,1,Cru(a),17.00,1.25,0.20,3.35,3.10
6701602,Radite,7,Refogado(a),52.88,1.61,3.75,4.31,3.99
6701602,Radite,12,Ao vinagrete,22.00,1.61,0.26,4.31,3.99
6701704,Brócolis,1,Cru(a),34.00,2.82,0.37,6.64,2.60
6701704,Brócolis,2,Cozido(a),35.00,2.38,0.41,7.18,3.30
6701704,Brócolis,6,Empanado(a)/à milanesa,181.23,4.18,11.48,15.43,2.06
6701704,Brócolis,7,Refogado(a),60.74,2.38,3.32,7.18,3.30
6701704,Brócolis,10,Ao alho e óleo,60.74,2.38,3.32,7.18,3.30
6701704,Brócolis,12,Ao vinagrete,35.00,2.38,0.41,7.18,3.30
6701704,Brócolis,99,Não se aplica,35.00,2.38,0.41,7.18,3.30
6701801,Serralha,1,Cru(a),23.00,2.97,0.26,3.75,2.40
6701801,Serralha,2,Cozido(a),23.00,2.97,0.26,3.75,2.40
6701801,Serralha,7,Refogado(a),45.30,2.97,2.78,3.75,2.40
6701901,Caruru,2,Cozido(a),26.00,2.11,0.36,4.91,2.80
6701906,Cuxá,99,Não se aplica,26.00,2.11,0.36,4.91,2.80
6701907,Vinagreira ,99,Não se aplica,26.00,2.11,0.36,4.91,2.80
6701913,Cariru,99,Não se aplica,26.00,2.11,0.36,4.91,2.80
6702001,Rúcula,99,Não se aplica,25.00,2.58,0.66,3.65,1.60
6702105,Jambu,99,Não se aplica,32.00,1.90,0.30,7.20,1.30
6702201,Língua de vaca (verdura),1,Cru(a),30.00,2.45,0.42,5.69,3.60
6702301,Alcachofra,99,Não se aplica,53.00,2.89,0.34,11.95,8.60
6702501,Bredo,99,Não se aplica,26.00,2.11,0.36,4.91,2.80
6702604,Salsão (aipo),7,Refogado(a),18.00,0.83,0.16,4.00,1.60
6702801,Erva-doce,99,Não se aplica,31.00,1.24,0.20,7.29,3.10
6703003,Folha de aipim,1,Cru(a),30.00,2.45,0.42,5.69,3.60
6703004,Folha de macaxeira,2,Cozido(a),26.00,2.11,0.36,4.91,2.80
6703101,Broto de feijão,1,Cru(a),30.00,3.04,0.18,5.94,1.80
6703101,Broto de feijão,2,Cozido(a),53.38,2.03,3.75,4.19,0.80
6703306,Moranga,2,Cozido(a),20.00,0.72,0.07,4.90,1.10
6703306,Moranga,7,Refogado(a),36.39,0.72,1.92,4.90,1.10
6703306,Moranga,13,Ensopado,36.39,0.72,1.92,4.90,1.10
6703306,Moranga,99,Não se aplica,20.00,0.72,0.07,4.90,1.10
6703701,Abobrinha,1,Cru(a),16.00,1.21,0.18,3.35,1.10
6703701,Abobrinha,2,Cozido(a),20.00,0.91,0.31,4.31,1.40
6703701,Abobrinha,3,Grelhado(a)/brasa/churrasco,20.00,0.91,0.31,4.31,1.40
6703701,Abobrinha,4,Assado(a),20.00,0.91,0.31,4.31,1.40
